Net,li1,met1,met2,met3,met4,met5,
net7841,93.33%,64.57%,85.38%,NA,NA,NA,
net7748,100.00%,57.45%,99.19%,100.00%,100.00%,NA,
net7749,87.50%,100.00%,99.11%,100.00%,100.00%,NA,
net7698,92.86%,100.00%,85.57%,NA,NA,NA,
net7837,96.61%,93.47%,98.35%,96.23%,NA,NA,
net7714,100.00%,100.00%,100.00%,79.85%,NA,NA,
net7715,100.00%,100.00%,97.03%,NA,NA,NA,
net7747,100.00%,99.20%,88.12%,99.32%,99.98%,NA,
net7713,93.14%,66.74%,0.00%,NA,NA,NA,
net7739,100.00%,100.00%,72.18%,NA,NA,NA,
net7718,100.00%,100.00%,100.00%,NA,NA,NA,
net7737,100.00%,100.00%,100.00%,NA,NA,NA,
net7719,100.00%,100.00%,100.00%,NA,NA,NA,
net7734,98.53%,90.87%,95.69%,98.94%,100.00%,NA,
net7724,100.00%,100.00%,100.00%,NA,NA,NA,
net7732,100.00%,100.00%,100.00%,NA,NA,NA,
net7816,95.24%,78.47%,71.80%,NA,NA,NA,
net7722,100.00%,100.00%,0.00%,NA,NA,NA,
net7811,91.18%,97.85%,94.76%,NA,NA,NA,
net7723,100.00%,100.00%,0.00%,NA,NA,NA,
net7806,100.00%,100.00%,95.00%,94.32%,100.00%,NA,
net7729,100.00%,100.00%,100.00%,NA,NA,NA,
net7735,93.63%,52.24%,89.17%,100.00%,NA,NA,
net7720,100.00%,100.00%,100.00%,NA,NA,NA,
net7721,100.00%,96.67%,66.93%,NA,NA,NA,
net7791,98.97%,83.54%,82.81%,95.77%,0.00%,NA,
net7731,100.00%,100.00%,0.00%,NA,NA,NA,
net7730,100.00%,100.00%,100.00%,NA,NA,NA,
net7733,100.00%,98.00%,98.48%,99.57%,85.33%,NA,
net7740,100.00%,100.00%,100.00%,NA,NA,NA,
net7738,100.00%,100.00%,100.00%,NA,NA,NA,
net7745,100.00%,97.64%,91.52%,52.88%,NA,NA,
net7742,100.00%,100.00%,100.00%,NA,NA,NA,
net7741,100.00%,100.00%,100.00%,NA,NA,NA,
net7789,100.00%,93.34%,50.59%,0.00%,NA,NA,
net7751,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net7770,94.12%,91.97%,96.24%,59.85%,100.00%,NA,
net7765,85.29%,78.19%,100.00%,100.00%,100.00%,NA,
net7774,100.00%,85.11%,78.20%,0.00%,NA,NA,
net7753,100.00%,99.98%,92.36%,NA,NA,NA,
net7754,100.00%,100.00%,98.43%,97.53%,NA,NA,
net7768,100.00%,85.58%,81.92%,45.42%,0.00%,NA,
net7761,100.00%,100.00%,82.91%,NA,NA,NA,
net7762,100.00%,100.00%,100.00%,NA,NA,NA,
net7767,100.00%,100.00%,43.27%,0.00%,NA,NA,
net7766,94.55%,90.80%,81.80%,42.36%,NA,NA,
net7764,100.00%,98.74%,97.83%,81.60%,NA,NA,
net7763,100.00%,100.00%,100.00%,NA,NA,NA,
net7756,100.00%,100.00%,100.00%,98.87%,100.00%,NA,
net7758,100.00%,100.00%,100.00%,NA,NA,NA,
net7760,100.00%,100.00%,100.00%,NA,NA,NA,
net7755,100.00%,100.00%,100.00%,100.00%,NA,NA,
net7759,100.00%,100.00%,100.00%,NA,NA,NA,
net7773,100.00%,96.19%,84.25%,88.71%,99.85%,NA,
net7772,92.31%,89.20%,97.27%,97.16%,NA,NA,
net7776,100.00%,98.60%,74.48%,0.00%,NA,NA,
net7778,100.00%,100.00%,100.00%,92.61%,99.97%,NA,
net7783,100.00%,95.39%,69.95%,NA,NA,NA,
net7780,100.00%,100.00%,0.00%,NA,NA,NA,
net7779,100.00%,97.36%,81.83%,NA,NA,NA,
net7781,100.00%,100.00%,100.00%,NA,NA,NA,
net7788,100.00%,95.61%,94.56%,0.00%,0.00%,NA,
net7796,100.00%,100.00%,100.00%,100.00%,98.98%,85.79%,
net7827,100.00%,81.47%,77.26%,NA,NA,NA,
net7794,100.00%,100.00%,82.61%,100.00%,NA,NA,
net7793,100.00%,100.00%,96.46%,0.00%,0.00%,NA,
net7800,100.00%,100.00%,82.09%,NA,NA,NA,
net7797,100.00%,98.46%,94.09%,100.00%,100.00%,NA,
net7802,100.00%,98.14%,0.00%,NA,NA,NA,
net7830,100.00%,99.99%,95.90%,0.00%,NA,NA,
net7809,100.00%,95.82%,50.04%,NA,NA,NA,
net7810,100.00%,83.88%,54.52%,NA,NA,NA,
net7828,96.78%,92.91%,77.33%,0.00%,NA,NA,
net7829,100.00%,100.00%,72.45%,NA,NA,NA,
net7804,96.87%,99.75%,89.93%,0.00%,NA,NA,
net7807,100.00%,100.00%,92.19%,100.00%,NA,NA,
net7814,100.00%,100.00%,100.00%,NA,NA,NA,
net7812,100.00%,100.00%,80.79%,NA,NA,NA,
net7823,100.00%,88.61%,93.30%,88.41%,NA,NA,
net7815,100.00%,83.44%,76.02%,0.00%,NA,NA,
net7813,100.00%,100.00%,100.00%,NA,NA,NA,
net7822,100.00%,100.00%,98.98%,NA,NA,NA,
net7821,88.89%,90.53%,96.85%,NA,NA,NA,
net7820,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net7818,100.00%,89.04%,53.77%,NA,NA,NA,
net7819,100.00%,89.79%,78.39%,NA,NA,NA,
net7833,100.00%,81.47%,89.67%,100.00%,100.00%,NA,
net8365,100.00%,100.00%,89.85%,NA,NA,NA,
net7885,100.00%,84.91%,96.10%,0.00%,NA,NA,
net7951,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8360,75.00%,77.17%,91.02%,NA,NA,NA,
net8358,100.00%,100.00%,95.52%,NA,NA,NA,
net8362,100.00%,100.00%,91.12%,NA,NA,NA,
net7869,100.00%,100.00%,97.32%,0.00%,NA,NA,
net8359,100.00%,97.71%,68.00%,0.00%,NA,NA,
net8361,100.00%,100.00%,93.53%,NA,NA,NA,
net7867,100.00%,100.00%,95.84%,100.00%,NA,NA,
net8363,100.00%,100.00%,89.81%,NA,NA,NA,
net8364,100.00%,92.40%,90.58%,NA,NA,NA,
net7868,100.00%,100.00%,99.75%,99.80%,100.00%,NA,
net7891,100.00%,94.30%,90.49%,12.96%,NA,NA,
net7866,100.00%,94.13%,67.84%,95.53%,0.00%,NA,
net7890,100.00%,72.52%,89.27%,NA,NA,NA,
net7865,100.00%,100.00%,92.97%,100.00%,NA,NA,
net7862,100.00%,99.64%,100.00%,NA,NA,NA,
net7894,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net7863,95.24%,88.04%,55.16%,NA,NA,NA,
net7896,100.00%,93.72%,96.37%,98.92%,100.00%,NA,
net7855,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net7864,100.00%,90.25%,69.46%,NA,NA,NA,
net7859,66.67%,97.88%,99.62%,99.99%,100.00%,NA,
net7947,100.00%,98.40%,89.07%,90.42%,100.00%,NA,
net7892,100.00%,98.64%,82.21%,61.33%,NA,NA,
net7901,100.00%,99.13%,79.90%,76.97%,NA,NA,
net7950,100.00%,100.00%,96.04%,70.62%,50.00%,NA,
net7900,100.00%,100.00%,83.31%,100.00%,NA,NA,
net7949,100.00%,96.98%,99.98%,NA,NA,NA,
net7902,100.00%,100.00%,96.33%,100.00%,NA,NA,
net7948,100.00%,100.00%,98.94%,89.89%,99.97%,NA,
net7888,100.00%,93.50%,95.19%,NA,NA,NA,
net7887,100.00%,100.00%,100.00%,99.80%,100.00%,NA,
net7886,100.00%,99.98%,81.69%,NA,NA,NA,
net7911,88.89%,99.52%,95.62%,100.00%,100.00%,NA,
net7889,100.00%,100.00%,100.00%,100.00%,NA,NA,
net7905,100.00%,97.70%,99.85%,100.00%,NA,NA,
net7907,100.00%,99.39%,100.00%,100.00%,NA,NA,
net7903,100.00%,92.64%,75.53%,99.02%,86.62%,NA,
net7910,100.00%,97.35%,36.59%,NA,NA,NA,
net7928,100.00%,100.00%,100.00%,100.00%,99.84%,NA,
net7904,100.00%,99.97%,97.60%,100.00%,NA,NA,
net7921,95.88%,83.79%,71.60%,100.00%,NA,NA,
net7941,100.00%,88.12%,61.37%,100.00%,NA,NA,
net7895,100.00%,96.81%,94.42%,14.41%,NA,NA,
net7898,100.00%,86.32%,91.46%,80.10%,NA,NA,
net7897,100.00%,96.09%,86.48%,0.00%,0.00%,NA,
net7954,100.00%,100.00%,97.94%,84.95%,100.00%,NA,
net7927,100.00%,100.00%,98.44%,0.00%,NA,NA,
net7860,100.00%,100.00%,96.98%,99.26%,99.27%,100.00%,
net7861,100.00%,95.64%,89.48%,0.00%,NA,NA,
net7893,100.00%,95.51%,93.27%,56.87%,100.00%,NA,
net7899,100.00%,99.82%,88.40%,NA,NA,NA,
net7913,100.00%,100.00%,58.76%,70.88%,50.00%,NA,
net7918,100.00%,100.00%,86.03%,0.00%,NA,NA,
net7917,100.00%,99.84%,99.84%,100.00%,NA,NA,
net7909,100.00%,100.00%,100.00%,100.00%,NA,NA,
net7920,100.00%,100.00%,99.66%,28.10%,NA,NA,
net7912,100.00%,100.00%,100.00%,NA,NA,NA,
net7916,100.00%,100.00%,86.94%,98.37%,100.00%,NA,
net7926,99.37%,98.41%,99.82%,100.00%,NA,NA,
net7922,100.00%,96.95%,96.49%,NA,NA,NA,
net7924,100.00%,100.00%,76.25%,0.00%,NA,NA,
net7919,100.00%,97.57%,100.00%,NA,NA,NA,
net7923,100.00%,100.00%,96.69%,99.93%,100.00%,NA,
net7925,100.00%,100.00%,76.46%,NA,NA,NA,
net7906,100.00%,100.00%,100.00%,55.44%,NA,NA,
net7915,100.00%,100.00%,100.00%,NA,NA,NA,
net7914,100.00%,100.00%,97.75%,100.00%,100.00%,NA,
net7908,100.00%,100.00%,96.65%,23.68%,100.00%,NA,
net7933,100.00%,100.00%,59.83%,100.00%,100.00%,NA,
net7932,89.59%,94.92%,81.64%,NA,NA,NA,
net7935,90.00%,99.11%,87.33%,70.49%,100.00%,NA,
net7931,97.94%,93.56%,93.07%,86.94%,NA,NA,
net7940,100.00%,99.78%,92.83%,NA,NA,NA,
net7934,100.00%,95.47%,84.37%,33.04%,100.00%,NA,
net7942,100.00%,98.61%,99.80%,99.80%,94.51%,NA,
net7946,100.00%,100.00%,100.00%,NA,NA,NA,
net7938,100.00%,100.00%,100.00%,NA,NA,NA,
net7944,100.00%,98.91%,84.99%,0.00%,NA,NA,
net7936,100.00%,100.00%,99.33%,96.76%,100.00%,NA,
net7943,100.00%,99.86%,80.99%,NA,NA,NA,
net7945,100.00%,100.00%,97.47%,82.29%,NA,NA,
net7930,100.00%,100.00%,0.00%,NA,NA,NA,
net7939,100.00%,100.00%,94.99%,100.00%,NA,NA,
net7937,100.00%,100.00%,93.34%,NA,NA,NA,
net7929,88.89%,98.05%,85.87%,94.20%,NA,NA,
net7953,97.43%,83.92%,100.00%,100.00%,NA,NA,
net7962,100.00%,100.00%,96.87%,100.00%,88.14%,NA,
net8318,100.00%,96.62%,90.02%,0.00%,NA,NA,
net7967,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8316,100.00%,93.78%,98.00%,NA,NA,NA,
net7963,100.00%,98.33%,96.23%,100.00%,NA,NA,
net7966,100.00%,100.00%,95.41%,18.02%,98.06%,NA,
net7965,100.00%,83.39%,95.31%,100.00%,100.00%,NA,
net7964,100.00%,100.00%,97.74%,100.00%,50.00%,NA,
net7958,100.00%,99.74%,100.00%,NA,NA,NA,
net7968,100.00%,100.00%,98.29%,100.00%,100.00%,NA,
net8317,100.00%,99.85%,99.93%,NA,NA,NA,
net7957,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net7976,100.00%,100.00%,90.10%,100.00%,NA,NA,
net7987,100.00%,96.47%,92.60%,0.00%,NA,NA,
net7985,100.00%,92.98%,98.17%,100.00%,100.00%,NA,
net7975,91.91%,99.79%,69.55%,0.00%,NA,NA,
net7974,100.00%,100.00%,83.64%,9.69%,NA,NA,
net7982,100.00%,100.00%,92.81%,100.00%,NA,NA,
net7986,100.00%,83.17%,100.00%,98.35%,100.00%,NA,
net7984,100.00%,100.00%,51.24%,10.45%,100.00%,NA,
net7981,100.00%,86.12%,94.48%,60.61%,NA,NA,
net7980,100.00%,98.35%,98.32%,74.14%,100.00%,NA,
net7979,100.00%,99.72%,96.17%,68.81%,100.00%,NA,
net7970,100.00%,100.00%,100.00%,100.00%,NA,NA,
net7978,100.00%,100.00%,99.22%,98.64%,100.00%,NA,
net7983,98.63%,99.85%,97.69%,100.00%,100.00%,NA,
net7969,100.00%,94.41%,90.38%,50.34%,NA,NA,
net8007,100.00%,100.00%,100.00%,99.98%,100.00%,NA,
net8006,100.00%,100.00%,94.05%,99.66%,73.64%,NA,
net8001,100.00%,100.00%,97.58%,100.00%,100.00%,NA,
net8005,100.00%,81.94%,100.00%,100.00%,NA,NA,
net8009,87.50%,97.91%,84.85%,97.56%,NA,NA,
net8002,100.00%,61.39%,50.71%,NA,NA,NA,
net8000,100.00%,100.00%,97.50%,NA,NA,NA,
net8004,100.00%,99.82%,92.99%,16.89%,NA,NA,
net8030,90.00%,70.24%,93.03%,100.00%,100.00%,NA,
net7999,100.00%,100.00%,99.91%,100.00%,NA,NA,
net7998,100.00%,100.00%,98.20%,0.00%,NA,NA,
net8313,100.00%,98.10%,94.68%,NA,NA,NA,
net8003,100.00%,100.00%,92.58%,NA,NA,NA,
net8008,100.00%,99.47%,99.45%,100.00%,100.00%,NA,
net8014,100.00%,100.00%,93.38%,100.00%,NA,NA,
net8018,100.00%,99.97%,92.55%,99.98%,100.00%,NA,
net8028,100.00%,100.00%,100.00%,0.00%,NA,NA,
net8017,100.00%,100.00%,100.00%,100.00%,NA,NA,
net8016,100.00%,93.59%,98.54%,99.69%,99.83%,NA,
net8015,100.00%,90.26%,96.28%,NA,NA,NA,
net8022,100.00%,96.05%,91.06%,24.44%,NA,NA,
net8026,100.00%,100.00%,97.07%,100.00%,NA,NA,
net8020,100.00%,90.62%,93.17%,100.00%,100.00%,NA,
net8023,100.00%,98.29%,92.20%,32.52%,NA,NA,
net8025,100.00%,98.45%,94.06%,76.63%,NA,NA,
net8021,100.00%,100.00%,100.00%,NA,NA,NA,
net8010,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8027,100.00%,99.33%,95.37%,98.96%,100.00%,NA,
net8024,88.89%,97.64%,94.59%,100.00%,NA,NA,
net8012,100.00%,100.00%,93.87%,NA,NA,NA,
net8205,100.00%,73.00%,99.80%,99.31%,100.00%,NA,
net8045,100.00%,94.26%,86.87%,41.92%,100.00%,NA,
net8043,100.00%,97.42%,96.16%,NA,NA,NA,
net8036,100.00%,100.00%,84.19%,NA,NA,NA,
net8038,98.74%,100.00%,84.89%,NA,NA,NA,
net8206,100.00%,100.00%,91.12%,100.00%,100.00%,NA,
net8204,100.00%,100.00%,100.00%,99.86%,69.55%,NA,
net8203,100.00%,95.10%,92.85%,NA,NA,NA,
net8047,100.00%,100.00%,98.99%,92.33%,NA,NA,
net8044,100.00%,98.78%,88.87%,19.51%,100.00%,NA,
net8046,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8032,100.00%,66.73%,98.70%,NA,NA,NA,
net8041,100.00%,94.66%,99.37%,100.00%,NA,NA,
net8042,100.00%,100.00%,97.19%,NA,NA,NA,
net8035,100.00%,96.83%,99.41%,73.57%,100.00%,NA,
net8055,100.00%,93.11%,99.73%,56.28%,99.65%,NA,
net8199,100.00%,100.00%,98.71%,NA,NA,NA,
net8054,100.00%,100.00%,99.73%,99.66%,100.00%,NA,
net8051,100.00%,98.51%,97.29%,NA,NA,NA,
net8198,100.00%,100.00%,80.78%,27.30%,100.00%,NA,
net8056,100.00%,100.00%,100.00%,100.00%,NA,NA,
net8059,100.00%,97.52%,96.08%,NA,NA,NA,
net8100,100.00%,100.00%,99.18%,95.25%,100.00%,NA,
net8061,100.00%,97.08%,98.57%,100.00%,NA,NA,
net8060,100.00%,100.00%,97.32%,0.00%,NA,NA,
net8057,98.53%,99.81%,100.00%,99.22%,99.51%,NA,
net8058,100.00%,100.00%,95.66%,100.00%,100.00%,NA,
net8049,100.00%,97.65%,97.47%,98.44%,100.00%,NA,
net8052,100.00%,100.00%,99.71%,100.00%,100.00%,NA,
net8197,98.42%,100.00%,85.34%,NA,NA,NA,
net8050,100.00%,95.98%,100.00%,100.00%,100.00%,NA,
net8077,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8067,100.00%,100.00%,91.10%,62.14%,93.42%,NA,
net8066,100.00%,100.00%,100.00%,NA,NA,NA,
net8064,100.00%,100.00%,94.57%,40.72%,NA,NA,
net8069,100.00%,100.00%,97.05%,80.14%,100.00%,NA,
net8071,94.49%,85.20%,75.68%,0.00%,0.00%,NA,
net8068,100.00%,99.74%,98.37%,98.73%,100.00%,NA,
net8074,99.41%,92.11%,95.91%,90.39%,NA,NA,
net8073,100.00%,98.43%,93.13%,NA,NA,NA,
net8072,100.00%,100.00%,99.58%,73.29%,NA,NA,
net8070,100.00%,100.00%,95.70%,100.00%,NA,NA,
net8062,100.00%,100.00%,84.82%,79.56%,50.00%,NA,
net8076,100.00%,94.70%,80.29%,87.68%,100.00%,NA,
net8075,100.00%,98.01%,96.15%,100.00%,100.00%,NA,
net8063,100.00%,100.00%,72.99%,45.43%,NA,NA,
net8079,100.00%,99.09%,93.41%,91.38%,NA,NA,
net8078,100.00%,100.00%,97.03%,65.82%,NA,NA,
net8085,98.42%,99.80%,87.40%,16.58%,100.00%,NA,
net8081,100.00%,100.00%,97.97%,90.37%,100.00%,NA,
net8087,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8086,100.00%,100.00%,96.67%,99.89%,99.85%,NA,
net8084,98.82%,84.64%,86.80%,50.05%,NA,NA,
net8083,98.53%,99.40%,99.25%,86.14%,100.00%,NA,
net8082,100.00%,99.81%,89.36%,99.99%,NA,NA,
net8080,100.00%,99.09%,30.53%,0.00%,NA,NA,
net8196,100.00%,94.89%,70.82%,0.00%,NA,NA,
net8162,94.44%,96.38%,85.97%,0.00%,NA,NA,
net8183,100.00%,93.85%,61.39%,0.00%,NA,NA,
net8187,100.00%,100.00%,85.63%,0.00%,NA,NA,
net8185,100.00%,89.17%,87.74%,NA,NA,NA,
net8184,100.00%,92.04%,75.58%,NA,NA,NA,
net8186,100.00%,100.00%,70.52%,NA,NA,NA,
net8156,100.00%,96.60%,71.65%,98.76%,48.20%,98.10%,
net8164,100.00%,100.00%,74.81%,98.59%,71.85%,NA,
net8163,100.00%,100.00%,100.00%,NA,NA,NA,
net8160,100.00%,97.70%,77.33%,91.94%,NA,NA,
net8161,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8159,100.00%,99.12%,80.62%,NA,NA,NA,
net8195,100.00%,99.95%,89.61%,100.00%,NA,NA,
net8158,100.00%,99.88%,68.71%,72.28%,NA,NA,
net8157,100.00%,100.00%,86.65%,NA,NA,NA,
net8188,100.00%,96.29%,92.57%,100.00%,NA,NA,
net8178,99.58%,84.22%,88.68%,0.00%,NA,NA,
net8182,100.00%,84.90%,35.39%,0.00%,NA,NA,
net8167,90.00%,82.88%,81.45%,0.00%,NA,NA,
net8174,99.51%,91.55%,95.03%,NA,NA,NA,
net8173,100.00%,100.00%,51.30%,NA,NA,NA,
net8176,100.00%,97.87%,69.92%,0.00%,NA,NA,
net8168,100.00%,96.48%,88.32%,0.00%,NA,NA,
net8170,100.00%,80.17%,94.71%,100.00%,NA,NA,
net8169,100.00%,98.60%,96.74%,86.65%,100.00%,NA,
net8181,91.67%,90.12%,99.14%,99.85%,50.00%,NA,
net8172,100.00%,53.84%,79.49%,NA,NA,NA,
net8180,100.00%,98.99%,84.36%,0.00%,NA,NA,
net8177,100.00%,100.00%,96.67%,0.00%,NA,NA,
net8166,100.00%,98.83%,87.50%,77.49%,NA,NA,
net8165,100.00%,92.58%,84.00%,78.65%,100.00%,NA,
net8175,100.00%,96.78%,83.34%,0.00%,NA,NA,
net8171,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8146,100.00%,98.93%,84.67%,100.00%,NA,NA,
hv_isolated,100.00%,100.00%,100.00%,100.00%,NA,NA,
net8138,100.00%,83.96%,100.00%,100.00%,100.00%,NA,
net8139,100.00%,97.80%,91.64%,0.00%,NA,NA,
net8140,100.00%,100.00%,82.67%,93.84%,NA,NA,
net8148,100.00%,100.00%,92.15%,NA,NA,NA,
net8135,100.00%,100.00%,60.76%,91.62%,93.19%,99.33%,
net8149,100.00%,98.50%,72.90%,NA,NA,NA,
net8150,88.82%,97.31%,99.44%,NA,NA,NA,
net8131,92.65%,99.32%,99.95%,99.46%,100.00%,NA,
regen_cmd[2],100.00%,100.00%,100.00%,100.00%,NA,NA,
regen_cmd[4],100.00%,100.00%,100.00%,100.00%,NA,NA,
regen_cmd[11],100.00%,99.59%,99.92%,100.00%,NA,NA,
regen_cmd[5],100.00%,100.00%,100.00%,100.00%,NA,NA,
regen_cmd[6],100.00%,100.00%,100.00%,100.00%,NA,NA,
regen_cmd[9],100.00%,100.00%,100.00%,100.00%,NA,NA,
net8105,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8106,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
pslverr,100.00%,100.00%,98.84%,62.53%,100.00%,NA,
net8104,88.24%,98.53%,94.34%,0.00%,NA,NA,
net8108,100.00%,100.00%,22.81%,0.00%,NA,NA,
net8132,100.00%,100.00%,100.00%,100.00%,NA,NA,
cooling_fan_pwm[2]4520,0.00%,100.00%,100.00%,100.00%,NA,NA,
net8151,100.00%,99.95%,99.95%,99.80%,100.00%,NA,
net8153,96.32%,97.90%,86.26%,0.00%,NA,NA,
net8126,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8152,93.73%,92.27%,94.68%,NA,NA,NA,
cooling_fan_pwm[4],0.00%,100.00%,100.00%,100.00%,NA,NA,
cooling_fan_pwm[1],100.00%,100.00%,100.00%,100.00%,NA,NA,
net8124,100.00%,58.84%,87.99%,99.81%,64.79%,93.49%,
net8154,100.00%,100.00%,100.00%,100.00%,NA,NA,
cooling_pump_pwm[1],0.00%,97.10%,100.00%,99.87%,NA,NA,
cooling_fan_pwm[0],100.00%,100.00%,100.00%,100.00%,NA,NA,
airbag_trigger[1],0.00%,100.00%,100.00%,100.00%,NA,NA,
net8142,100.00%,100.00%,100.00%,NA,NA,NA,
net8143,100.00%,95.42%,72.80%,NA,NA,NA,
net8145,100.00%,94.24%,97.56%,NA,NA,NA,
net8144,100.00%,96.03%,89.56%,0.00%,NA,NA,
net8228,94.44%,91.63%,87.83%,63.31%,NA,NA,
net8212,100.00%,98.77%,85.91%,83.16%,NA,NA,
net8227,96.76%,90.16%,75.07%,81.19%,100.00%,NA,
net8213,100.00%,86.38%,90.31%,98.96%,99.97%,NA,
net8208,100.00%,96.94%,92.39%,91.64%,NA,NA,
net8226,100.00%,98.63%,90.37%,83.34%,100.00%,NA,
net8214,100.00%,92.92%,97.15%,100.00%,NA,NA,
net8217,100.00%,100.00%,98.28%,NA,NA,NA,
net8216,88.89%,87.69%,91.32%,35.49%,100.00%,NA,
net8215,100.00%,100.00%,93.71%,90.95%,100.00%,NA,
net8283,100.00%,100.00%,99.77%,99.10%,93.53%,66.28%,
net8207,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
net8240,77.78%,91.74%,86.77%,0.00%,NA,NA,
net8311,100.00%,92.65%,95.46%,NA,NA,NA,
net8229,100.00%,100.00%,99.96%,100.00%,100.00%,NA,
net8309,100.00%,91.76%,91.69%,NA,NA,NA,
net8242,90.62%,93.72%,95.95%,88.55%,NA,NA,
net8241,90.00%,90.46%,89.65%,NA,NA,NA,
net8243,100.00%,100.00%,100.00%,NA,NA,NA,
net8284,100.00%,99.15%,84.72%,NA,NA,NA,
net8220,100.00%,100.00%,99.53%,100.00%,NA,NA,
net8211,100.00%,95.00%,99.38%,100.00%,100.00%,NA,
net8210,100.00%,89.05%,98.42%,100.00%,NA,NA,
net8223,100.00%,100.00%,95.50%,100.00%,NA,NA,
net8209,100.00%,100.00%,93.27%,80.89%,100.00%,NA,
net8292,100.00%,100.00%,100.00%,NA,NA,NA,
net8219,100.00%,94.58%,90.59%,100.00%,100.00%,NA,
net8291,66.67%,91.03%,93.73%,0.00%,NA,NA,
net8225,100.00%,98.85%,96.95%,11.81%,100.00%,NA,
net8245,100.00%,100.00%,0.00%,NA,NA,NA,
net8282,100.00%,100.00%,7.77%,79.82%,NA,NA,
net8281,100.00%,100.00%,86.09%,99.73%,NA,NA,
net8246,88.73%,99.72%,99.78%,89.69%,100.00%,NA,
net8345,100.00%,95.43%,73.03%,0.00%,NA,NA,
net8218,100.00%,88.15%,96.33%,100.00%,NA,NA,
net8286,0.00%,94.61%,56.28%,0.00%,NA,NA,
net8285,100.00%,79.25%,64.68%,NA,NA,NA,
net8328,77.45%,99.27%,96.80%,NA,NA,NA,
net8330,100.00%,99.62%,92.18%,NA,NA,NA,
net8329,100.00%,98.02%,83.81%,NA,NA,NA,
net8327,100.00%,84.91%,88.36%,NA,NA,NA,
net8334,100.00%,98.77%,92.18%,0.00%,NA,NA,
net8290,100.00%,97.77%,60.06%,NA,NA,NA,
net8357,100.00%,92.94%,76.98%,NA,NA,NA,
net8325,100.00%,99.41%,86.39%,NA,NA,NA,
net8333,100.00%,99.09%,89.30%,NA,NA,NA,
net8324,100.00%,92.12%,85.96%,NA,NA,NA,
net8332,100.00%,95.61%,87.50%,NA,NA,NA,
net8323,100.00%,97.16%,97.23%,NA,NA,NA,
net8322,100.00%,94.10%,90.67%,NA,NA,NA,
net8349,100.00%,92.06%,64.32%,NA,NA,NA,
net8326,100.00%,99.84%,80.57%,NA,NA,NA,
net8331,100.00%,100.00%,92.46%,NA,NA,NA,
net8356,100.00%,97.57%,81.78%,NA,NA,NA,
net8337,100.00%,87.92%,74.82%,0.00%,NA,NA,
net8344,100.00%,99.04%,87.77%,NA,NA,NA,
net8335,100.00%,99.42%,94.36%,NA,NA,NA,
net8336,100.00%,99.94%,95.98%,NA,NA,NA,
net8343,89.71%,96.98%,68.63%,NA,NA,NA,
net8338,100.00%,93.30%,71.81%,0.00%,NA,NA,
net8355,100.00%,98.45%,81.30%,NA,NA,NA,
net8339,100.00%,95.59%,46.34%,NA,NA,NA,
net8347,100.00%,97.24%,73.84%,NA,NA,NA,
net8354,100.00%,98.09%,77.78%,0.00%,NA,NA,
net8342,100.00%,100.00%,83.52%,NA,NA,NA,
net8351,100.00%,90.60%,79.24%,NA,NA,NA,
net8222,98.97%,99.88%,94.13%,51.38%,100.00%,NA,
net8221,100.00%,100.00%,99.31%,NA,NA,NA,
net8236,86.67%,97.90%,100.00%,NA,NA,NA,
net8233,85.83%,97.20%,87.88%,NA,NA,NA,
net8234,93.75%,99.88%,88.80%,NA,NA,NA,
net8239,78.26%,97.90%,93.56%,NA,NA,NA,
net8238,89.47%,97.45%,63.33%,NA,NA,NA,
net8235,100.00%,98.61%,85.63%,NA,NA,NA,
net8232,79.67%,97.38%,96.73%,0.00%,NA,NA,
net8237,100.00%,100.00%,70.02%,0.00%,NA,NA,
net8231,81.48%,90.36%,93.34%,NA,NA,NA,
net8230,90.00%,92.09%,87.56%,NA,NA,NA,
net8261,100.00%,100.00%,99.46%,NA,NA,NA,
net8278,100.00%,100.00%,95.89%,100.00%,NA,NA,
net8254,100.00%,100.00%,100.00%,98.25%,NA,NA,
net8244,75.00%,97.58%,99.29%,NA,NA,NA,
net8258,100.00%,100.00%,0.00%,NA,NA,NA,
net8255,50.00%,34.39%,100.00%,NA,NA,NA,
net8253,100.00%,96.50%,67.98%,95.74%,NA,NA,
net8272,100.00%,100.00%,100.00%,NA,NA,NA,
net8280,100.00%,4.60%,12.27%,NA,NA,NA,
net8249,100.00%,100.00%,39.11%,NA,NA,NA,
